employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
747,2025-02,Often supported,Satisfied,Never,Neutral,Safety is prioritized. Opportunities to learn. Good team. Poor equipment.,Logistics,Upington,Dispatcher,Permanent,177
748,2025-02,Sometimes supported,Neutral,Rarely,Happy,Good team. Regular breaks. Housing problems. Heavy workload.,Maize Production,Graaff-Reinet,Tractor Driver,Permanent,93
749,2025-02,Often supported,Satisfied,Rarely,Neutral,Supportive supervisors. Good team. Proper equipment provided.,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent,74
750,2025-02,Often supported,Satisfied,Sometimes,Happy,Safety is prioritized. Clear instructions. Regular breaks.,Citrus Production,Citrusdal,Irrigation Specialist,Permanent,119
751,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Supportive supervisors. Long hours. Inadequate breaks.,Maintenance,Ceres Pack House,Equipment Technician,Contract,3
753,2025-02,Rarely supported,Dissatisfied,Always,Very unhappy,Long hours. Poor equipment. Inadequate breaks. Regular breaks.,Grape Production,Upington,Pruner,Seasonal,2
754,2025-02,Often supported,Satisfied,Rarely,Very happy,Fair pay. Good working environment. Respectful treatment.,Administration,Graaff-Reinet,Admin Clerk,Permanent,84
755,2025-02,Often supported,Satisfied,Never,Neutral,Safety is prioritized. Respectful treatment. Good communication.,Maintenance,Upington,Maintenance Supervisor,Permanent,139
757,2025-02,Often supported,Satisfied,Sometimes,Neutral,Fair management. Regular breaks. Clear instructions.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,44
758,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Respectful treatment. Proper equipment provided. Long hours. Low wages.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,15
759,2025-02,Sometimes supported,Neutral,Sometimes,Unhappy,Respectful treatment. Opportunities to learn. Unfair treatment. Heavy workload.,Logistics,Citrusdal Pack House,Driver,Permanent,1
760,2025-02,Often supported,Satisfied,Rarely,Happy,Good working environment. Fair management. Clear instructions.,Maintenance,Graaff-Reinet,Mechanic,Permanent,78
762,2025-02,Sometimes supported,Neutral,Often,Happy,Opportunities to learn. Respectful treatment. Low wages. Housing problems.,Maize Production,Graaff-Reinet,Harvester,Seasonal,4
765,2025-02,Sometimes supported,Neutral,Rarely,Neutral,Opportunities to learn. Supportive supervisors. Inadequate breaks. Poor equipment.,Logistics,Upington,Forklift Operator,Permanent,128
766,2025-02,Often supported,Satisfied,Rarely,Happy,Proper equipment provided. Safety is prioritized. Supportive supervisors.,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent,53
767,2025-02,Sometimes supported,Neutral,Often,Unhappy,Fair pay. Good communication. Housing problems. Heavy workload.,Administration,Dullstroom,Office Manager,Seasonal,1
770,2025-02,Often supported,Satisfied,Rarely,Happy,Fair management. Respectful treatment. Opportunities to learn.,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent,141
771,2025-02,Often supported,Satisfied,Sometimes,Happy,Supportive supervisors. Clear instructions. Good communication. Poor communication.,Administration,Upington,Office Manager,Permanent,49
773,2025-02,Sometimes supported,Neutral,Often,Happy,Good communication. Supportive supervisors. Poor communication. Safety concerns.,Logistics,Upington,Forklift Operator,Permanent,146
774,2025-02,Often supported,Satisfied,Sometimes,Happy,Safety is prioritized. Fair management. Regular breaks.,Logistics,Ceres Pack House,Dispatcher,Contract,32
777,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Clear instructions. Unfair treatment. Safety concerns.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,151
778,2025-02,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Supportive supervisors. Inadequate breaks. Poor communication.,Maintenance,Upington,Equipment Technician,Contract,44
779,2025-02,Not at all supported,Very dissatisfied,Always,Very happy,Poor communication. Heavy workload. Housing problems. Regular breaks.,Pack House Operations,Ceres,Sorter,Seasonal,4
781,2025-02,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Regular breaks. Safety is prioritized. Safety concerns.,Maintenance,Graaff-Reinet,Electrician,Permanent,131
785,2025-02,Rarely supported,Dissatisfied,Often,Very unhappy,Low wages. Heavy workload. Too much overtime.,Grape Production,Upington,Vineyard Supervisor,Seasonal,5
788,2025-02,Sometimes supported,Neutral,Often,Unhappy,Respectful treatment. Good team. Poor communication. Heavy workload.,Logistics,Citrusdal,Dispatcher,Permanent,155
790,2025-02,Sometimes supported,Neutral,Sometimes,Very unhappy,Good communication. Good working environment. Transportation issues. Unfair treatment.,Citrus Production,Ceres,Farm Supervisor,Seasonal,2
791,2025-02,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Respectful treatment. Housing problems. Poor equipment.,Grape Production,Upington,Pruner,Permanent,74
794,2025-02,Rarely supported,Dissatisfied,Often,Unhappy,Long hours. Housing problems. Heavy workload.,Pack House Operations,Ceres,Floor Supervisor,Seasonal,5
797,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Fair management. Opportunities to learn. Housing problems. Unfair treatment.,Citrus Production,Citrusdal,Farm Worker,Permanent,141
800,2025-02,Sometimes supported,Neutral,Often,Happy,Opportunities to learn. Clear instructions. Weather challenges. Long hours.,Citrus Production,Citrusdal,Farm Supervisor,Seasonal,4
803,2025-02,Sometimes supported,Neutral,Often,Unhappy,Regular breaks. Fair pay. Long hours. Too much overtime.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,1
804,2025-02,Often supported,Satisfied,Rarely,Very happy,Proper equipment provided. Regular breaks. Good communication.,Administration,Graaff-Reinet,Office Manager,Permanent,84
810,2025-02,Sometimes supported,Neutral,Often,Unhappy,Opportunities to learn. Fair pay. Too much overtime. Inadequate breaks.,Administration,Dullstroom,Office Manager,Seasonal,3
811,2025-02,Rarely supported,Dissatisfied,Often,Neutral,Safety concerns. Unfair treatment. Poor communication. Clear instructions.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal,3
815,2025-02,Sometimes supported,Neutral,Rarely,Happy,Good working environment. Proper equipment provided. Too much overtime. Weather challenges.,Logistics,Ceres Pack House,Dispatcher,Permanent,33
817,2025-02,Always supported,Very satisfied,Rarely,Happy,Clear instructions. Fair pay. Supportive supervisors. Weather challenges.,Maintenance,Ceres,Mechanic,Permanent,188
818,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Opportunities to learn. Transportation issues. Unfair treatment.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,7
819,2025-02,Sometimes supported,Neutral,Rarely,Neutral,Supportive supervisors. Good team. Heavy workload. Poor equipment.,Administration,Citrusdal Pack House,Data Entry Clerk,Contract,1
822,2025-02,Sometimes supported,Neutral,Sometimes,Unhappy,Supportive supervisors. Fair pay. Transportation issues. Safety concerns.,Pack House Operations,Ceres Pack House,Machine Operator,Permanent,172
823,2025-02,Often supported,Satisfied,Rarely,Happy,Fair management. Good working environment. Opportunities to learn. Weather challenges.,Administration,Citrusdal,Data Entry Clerk,Permanent,40
826,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Fair management. Inadequate breaks. Housing problems.,Grape Production,Upington,Pruner,Seasonal,4
828,2025-02,Always supported,Very satisfied,Never,Happy,Clear instructions. Good communication. Supportive supervisors.,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent,69
831,2025-02,Rarely supported,Dissatisfied,Always,Unhappy,Inadequate breaks. Poor equipment. Too much overtime.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal,5
833,2025-02,Rarely supported,Dissatisfied,Often,Very unhappy,Long hours. Poor equipment. Housing problems.,Grape Production,Upington,Harvester,Seasonal,5
834,2025-02,Often supported,Satisfied,Rarely,Very happy,Good communication. Good team. Clear instructions.,Maintenance,Upington,Maintenance Supervisor,Permanent,168
838,2025-02,Often supported,Satisfied,Rarely,Happy,Fair pay. Opportunities to learn. Proper equipment provided.,Maintenance,Ceres,Mechanic,Permanent,54
840,2025-02,Often supported,Satisfied,Rarely,Happy,Clear instructions. Proper equipment provided. Safety is prioritized.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,172
842,2025-02,Sometimes supported,Neutral,Rarely,Neutral,Good communication. Supportive supervisors. Too much overtime. Poor communication.,Citrus Production,Ceres,Farm Worker,Contract,5
843,2025-02,Sometimes supported,Neutral,Rarely,Happy,Respectful treatment. Safety is prioritized. Safety concerns. Transportation issues.,Logistics,Upington,Logistics Supervisor,Permanent,147
844,2025-02,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Fair management. Regular breaks.,Citrus Production,Ceres,Farm Supervisor,Permanent,182
851,2025-02,Often supported,Satisfied,Rarely,Very happy,Fair pay. Good working environment. Good communication.,Pack House Operations,Ceres,Packer,Contract,23
854,2025-02,Often supported,Satisfied,Sometimes,Happy,Supportive supervisors. Respectful treatment. Fair pay. Unfair treatment.,Logistics,Ceres Pack House,Dispatcher,Permanent,136
857,2025-02,Rarely supported,Dissatisfied,Often,Very unhappy,Housing problems. Heavy workload. Inadequate breaks.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,1
858,2025-02,Sometimes supported,Neutral,Rarely,Happy,Good team. Good working environment. Poor communication. Unfair treatment.,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract,45
860,2025-02,Sometimes supported,Neutral,Rarely,Happy,Good team. Good communication. Long hours. Safety concerns.,Citrus Production,Citrusdal,Harvester,Contract,22
862,2025-02,Rarely supported,Dissatisfied,Sometimes,Neutral,Housing problems. Inadequate breaks. Heavy workload. Opportunities to learn.,Grape Production,Upington,Vineyard Worker,Seasonal,2
865,2025-02,Sometimes supported,Neutral,Rarely,Neutral,Supportive supervisors. Good team. Poor communication. Long hours.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,55
866,2025-02,Rarely supported,Dissatisfied,Often,Very unhappy,Long hours. Low wages. Safety concerns.,Maintenance,Graaff-Reinet,Mechanic,Permanent,121
868,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Safety is prioritized. Weather challenges. Housing problems.,Logistics,Citrusdal Pack House,Forklift Operator,Permanent,98
869,2025-02,Rarely supported,Dissatisfied,Always,Very unhappy,Housing problems. Too much overtime. Low wages. Fair management.,Maize Production,Graaff-Reinet,Harvester,Seasonal,5
870,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Good team. Transportation issues. Long hours.,Maintenance,Graaff-Reinet,Mechanic,Permanent,55
875,2025-02,Often supported,Satisfied,Sometimes,Neutral,Good team. Proper equipment provided. Regular breaks. Poor equipment.,Administration,Citrusdal,Admin Clerk,Permanent,90
876,2025-02,Often supported,Satisfied,Never,Happy,Fair management. Regular breaks. Proper equipment provided.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,72
877,2025-02,Not at all supported,Very dissatisfied,Always,Very unhappy,Long hours. Inadequate breaks. Poor communication. Good working environment.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal,2
879,2025-02,Often supported,Satisfied,Sometimes,Neutral,Respectful treatment. Supportive supervisors. Good working environment. Poor equipment.,Administration,Dullstroom,Admin Clerk,Permanent,167
880,2025-02,Often supported,Satisfied,Never,Very happy,Good working environment. Respectful treatment. Regular breaks. Low wages.,Maintenance,Ceres Pack House,Electrician,Permanent,143
881,2025-02,Rarely supported,Dissatisfied,Often,Very unhappy,Poor communication. Safety concerns. Transportation issues.,Cattle Farming,Dullstroom,Livestock Supervisor,Seasonal,3
882,2025-02,Sometimes supported,Neutral,Often,Neutral,Fair pay. Regular breaks. Unfair treatment. Weather challenges.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,86
883,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Good team. Fair pay. Transportation issues. Heavy workload.,Maintenance,Graaff-Reinet,Mechanic,Permanent,156
885,2025-02,Sometimes supported,Neutral,Rarely,Unhappy,Respectful treatment. Good team. Transportation issues. Long hours.,Pack House Operations,Ceres,Floor Supervisor,Permanent,56
886,2025-02,Sometimes supported,Neutral,Sometimes,Neutral,Good team. Safety is prioritized. Low wages. Too much overtime.,Maintenance,Dullstroom,Maintenance Supervisor,Contract,34
889,2025-02,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Respectful treatment. Fair pay.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,182
892,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Regular breaks. Supportive supervisors. Weather challenges. Long hours.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent,159
896,2025-02,Always supported,Very satisfied,Rarely,Neutral,Good working environment. Regular breaks. Respectful treatment.,Citrus Production,Ceres,Irrigation Specialist,Permanent,71
897,2025-02,Often supported,Satisfied,Sometimes,Happy,Proper equipment provided. Safety is prioritized. Opportunities to learn. Heavy workload.,Maintenance,Citrusdal Pack House,Maintenance Worker,Permanent,64
899,2025-02,Sometimes supported,Neutral,Rarely,Neutral,Good team. Supportive supervisors. Safety concerns. Inadequate breaks.,Logistics,Ceres Pack House,Warehouse Worker,Contract,24
901,2025-02,Sometimes supported,Neutral,Often,Neutral,Safety is prioritized. Fair pay. Inadequate breaks. Poor equipment.,Maintenance,Dullstroom,Maintenance Supervisor,Seasonal,5
904,2025-02,Sometimes supported,Neutral,Often,Unhappy,Clear instructions. Safety is prioritized. Heavy workload. Weather challenges.,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent,123
906,2025-02,Often supported,Satisfied,Rarely,Happy,Good communication. Opportunities to learn. Fair pay.,Maintenance,Dullstroom,Equipment Technician,Permanent,150
914,2025-02,Sometimes supported,Neutral,Rarely,Happy,Fair pay. Good communication. Unfair treatment. Housing problems.,Administration,Upington,Office Manager,Permanent,123
916,2025-02,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Good team. Clear instructions.,Administration,Dullstroom,Admin Clerk,Permanent,189
918,2025-02,Sometimes supported,Neutral,Rarely,Happy,Good working environment. Regular breaks. Poor communication. Heavy workload.,Logistics,Upington,Forklift Operator,Permanent,6
922,2025-02,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Safety is prioritized. Low wages. Housing problems.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,83
923,2025-02,Often supported,Satisfied,Sometimes,Neutral,Proper equipment provided. Good working environment. Regular breaks.,Administration,Upington,Data Entry Clerk,Contract,30
